order_id,user_id,product_id,category,product_name,unit_price,quantity,line_total
1504,1309,1013,Home,Cookware,44.62,1,44.62
1504,1309,1005,Apparel,Sweater,15.24,1,15.24
1505,1311,1011,Home,Lamp,40.71,1,40.71
1505,1311,1002,Apparel,Jacket,35.35,1,35.35
1505,1311,1024,Sports,Backpack,20.4,1,20.4
1506,1313,1020,Electronics,Speaker,56.12,1,56.12
1506,1313,1023,Sports,Bottle,22.7,2,45.4
1506,1313,1025,Sports,Gloves,21.04,1,21.04
1507,1313,1011,Home,Lamp,40.71,1,40.71
1507,1313,1010,Beauty,Makeup,23.02,1,23.02
1508,1313,1019,Electronics,Mouse,58.95,1,58.95
1508,1313,1003,Apparel,Dress,37.22,1,37.22
1509,1315,1003,Apparel,Dress,37.22,1,37.22
1509,1315,1013,Home,Cookware,44.62,1,44.62
1510,1316,1006,Beauty,Moisturizer,27.58,1,27.58
1510,1316,1013,Home,Cookware,44.62,1,44.62
1510,1316,1000,Apparel,T-shirt,30.98,1,30.98
1510,1316,1022,Sports,Running Shoes,34.27,1,34.27
1510,1316,1012,Home,Bedding,32.74,1,32.74
1511,1317,1004,Apparel,Shoes,8.88,2,17.76
1511,1317,1012,Home,Bedding,32.74,1,32.74
1511,1317,1011,Home,Lamp,40.71,1,40.71
1512,1317,1013,Home,Cookware,44.62,1,44.62
1512,1317,1013,Home,Cookware,44.62,1,44.62
1512,1317,1000,Apparel,T-shirt,30.98,1,30.98
1512,1317,1000,Apparel,T-shirt,30.98,2,61.96
1513,1318,1020,Electronics,Speaker,56.12,1,56.12
1513,1318,1004,Apparel,Shoes,8.88,2,17.76
1513,1318,1013,Home,Cookware,44.62,2,89.24
1513,1318,1009,Beauty,Sunscreen,12.48,2,24.96
1514,1320,1001,Apparel,Jeans,17.81,1,17.81
1514,1320,1011,Home,Lamp,40.71,1,40.71
1515,1320,1017,Electronics,Smartwatch,39.86,1,39.86
1515,1320,1018,Electronics,Keyboard,78.45,1,78.45
1515,1320,1021,Sports,Yoga Mat,19.94,1,19.94
1516,1320,1019,Electronics,Mouse,58.95,1,58.95
1516,1320,1007,Beauty,Serum,15.65,1,15.65
1516,1320,1002,Apparel,Jacket,35.35,2,70.7
1516,1320,1018,Electronics,Keyboard,78.45,1,78.45
1517,1321,1002,Apparel,Jacket,35.35,1,35.35
1517,1321,1024,Sports,Backpack,20.4,1,20.4
1517,1321,1012,Home,Bedding,32.74,2,65.48
1518,1321,1024,Sports,Backpack,24.37,1,24.37
1518,1321,1021,Sports,Yoga Mat,18.28,1,18.28
1518,1321,1014,Home,Decor,37.24,2,74.48
1519,1321,1016,Electronics,Headphones,67.74,1,67.74
1519,1321,1015,Home,Storage,22.38,1,22.38
1519,1321,1004,Apparel,Shoes,13.32,1,13.32
1520,1321,1021,Sports,Yoga Mat,18.28,1,18.28
1520,1321,1013,Home,Cookware,44.62,1,44.62
1521,1322,1009,Beauty,Sunscreen,15.31,2,30.62
1522,1323,1013,Home,Cookware,44.62,1,44.62
1522,1323,1022,Sports,Running Shoes,34.27,1,34.27
1522,1323,1013,Home,Cookware,44.62,1,44.62
1522,1323,1016,Electronics,Headphones,67.74,1,67.74
1523,1325,1008,Beauty,Cleanser,17.5,1,17.5
1523,1325,1012,Home,Bedding,32.74,1,32.74
1523,1325,1011,Home,Lamp,40.71,3,122.13
1524,1325,1009,Beauty,Sunscreen,12.34,1,12.34
1524,1325,1014,Home,Decor,37.24,1,37.24
1524,1325,1021,Sports,Yoga Mat,18.28,2,36.56
1524,1325,1007,Beauty,Serum,15.65,2,31.3
1525,1325,1006,Beauty,Moisturizer,25.84,1,25.84
1526,1325,1001,Apparel,Jeans,17.81,1,17.81
1527,1327,1021,Sports,Yoga Mat,25.25,1,25.25
1528,1328,1023,Sports,Bottle,22.7,1,22.7
1528,1328,1025,Sports,Gloves,21.04,2,42.08
1529,1328,1012,Home,Bedding,32.74,1,32.74
1529,1328,1001,Apparel,Jeans,17.81,2,35.62
1530,1328,1010,Beauty,Makeup,23.02,1,23.02
1530,1328,1005,Apparel,Sweater,15.24,1,15.24
1530,1328,1019,Electronics,Mouse,58.95,1,58.95
1531,1329,1013,Home,Cookware,44.62,1,44.62
1531,1329,1012,Home,Bedding,32.74,1,32.74
1531,1329,1014,Home,Decor,37.24,2,74.48
1531,1329,1006,Beauty,Moisturizer,18.38,1,18.38
1532,1331,1008,Beauty,Cleanser,17.5,1,17.5
1532,1331,1006,Beauty,Moisturizer,18.38,2,36.76
1532,1331,1005,Apparel,Sweater,17.88,1,17.88
1533,1331,1003,Apparel,Dress,37.22,1,37.22
1533,1331,1002,Apparel,Jacket,35.35,2,70.7
1534,1331,1001,Apparel,Jeans,17.81,1,17.81
1534,1331,1014,Home,Decor,37.24,1,37.24
1534,1331,1023,Sports,Bottle,22.7,1,22.7
1534,1331,1005,Apparel,Sweater,15.24,1,15.24
1534,1331,1009,Beauty,Sunscreen,12.34,2,24.68
1535,1331,1006,Beauty,Moisturizer,18.38,1,18.38
1535,1331,1001,Apparel,Jeans,17.81,2,35.62
1535,1331,1004,Apparel,Shoes,8.88,1,8.88
1536,1333,1003,Apparel,Dress,37.22,1,37.22
1536,1333,1000,Apparel,T-shirt,30.98,1,30.98
1536,1333,1011,Home,Lamp,40.71,3,122.13
1536,1333,1025,Sports,Gloves,21.04,1,21.04
1536,1333,1000,Apparel,T-shirt,30.98,2,61.96
1536,1333,1019,Electronics,Mouse,58.95,1,58.95
1537,1337,1020,Electronics,Speaker,56.12,1,56.12
1537,1337,1024,Sports,Backpack,20.4,1,20.4
1537,1337,1006,Beauty,Moisturizer,18.38,1,18.38
1538,1338,1007,Beauty,Serum,15.65,3,46.95
1538,1338,1012,Home,Bedding,32.74,1,32.74
1538,1338,1013,Home,Cookware,44.62,1,44.62
1539,1338,1019,Electronics,Mouse,58.95,1,58.95
1539,1338,1001,Apparel,Jeans,17.81,1,17.81
1539,1338,1003,Apparel,Dress,37.22,2,74.44
1540,1341,1000,Apparel,T-shirt,30.98,1,30.98
1541,1342,1019,Electronics,Mouse,58.95,2,117.9
1541,1342,1004,Apparel,Shoes,13.32,1,13.32
1542,1345,1006,Beauty,Moisturizer,18.38,1,18.38
1542,1345,1017,Electronics,Smartwatch,39.86,1,39.86
1542,1345,1007,Beauty,Serum,15.65,2,31.3
1542,1345,1007,Beauty,Serum,15.65,1,15.65
1543,1345,1004,Apparel,Shoes,13.32,1,13.32
1544,1345,1006,Beauty,Moisturizer,18.38,1,18.38
1544,1345,1006,Beauty,Moisturizer,27.58,1,27.58
1544,1345,1010,Beauty,Makeup,23.02,1,23.02
1545,1346,1010,Beauty,Makeup,23.02,1,23.02
1545,1346,1005,Apparel,Sweater,15.24,1,15.24
1545,1346,1013,Home,Cookware,44.62,1,44.62
1545,1346,1018,Electronics,Keyboard,78.45,2,156.9
1545,1346,1010,Beauty,Makeup,23.02,1,23.02
1545,1346,1016,Electronics,Headphones,67.74,1,67.74
1546,1346,1001,Apparel,Jeans,25.51,1,25.51
1546,1346,1001,Apparel,Jeans,17.81,1,17.81
1546,1346,1010,Beauty,Makeup,23.02,1,23.02
1547,1346,1003,Apparel,Dress,37.22,2,74.44
1547,1346,1007,Beauty,Serum,15.65,1,15.65
1547,1346,1002,Apparel,Jacket,35.35,3,106.05
1547,1346,1013,Home,Cookware,44.62,1,44.62
1547,1346,1003,Apparel,Dress,37.22,1,37.22
1547,1346,1004,Apparel,Shoes,12.39,1,12.39
1548,1346,1017,Electronics,Smartwatch,39.86,1,39.86
1548,1346,1005,Apparel,Sweater,15.24,2,30.48
1548,1346,1024,Sports,Backpack,30.6,1,30.6
1549,1346,1001,Apparel,Jeans,17.81,2,35.62
1549,1346,1020,Electronics,Speaker,56.12,1,56.12
1549,1346,1021,Sports,Yoga Mat,18.28,3,54.84
1549,1346,1013,Home,Cookware,44.62,1,44.62
1549,1346,1014,Home,Decor,37.24,2,74.48
1549,1346,1007,Beauty,Serum,15.65,1,15.65
1550,1346,1022,Sports,Running Shoes,51.41,1,51.41
1551,1346,1016,Electronics,Headphones,67.74,1,67.74
1551,1346,1018,Electronics,Keyboard,78.45,1,78.45
1551,1346,1018,Electronics,Keyboard,78.45,1,78.45
1551,1346,1008,Beauty,Cleanser,17.5,1,17.5
1551,1346,1016,Electronics,Headphones,67.74,1,67.74
1552,1347,1004,Apparel,Shoes,13.32,1,13.32
1552,1347,1008,Beauty,Cleanser,17.5,3,52.5
1552,1347,1006,Beauty,Moisturizer,27.58,1,27.58
1553,1348,1022,Sports,Running Shoes,34.27,1,34.27
1553,1348,1006,Beauty,Moisturizer,18.38,1,18.38
1553,1348,1022,Sports,Running Shoes,34.27,2,68.54
1553,1348,1022,Sports,Running Shoes,34.27,1,34.27
1554,1349,1024,Sports,Backpack,30.6,1,30.6
1555,1351,1019,Electronics,Mouse,58.95,2,117.9
1555,1351,1011,Home,Lamp,40.71,1,40.71
1555,1351,1017,Electronics,Smartwatch,39.86,1,39.86
1556,1351,1003,Apparel,Dress,37.22,1,37.22
1556,1351,1012,Home,Bedding,32.74,1,32.74
1556,1351,1003,Apparel,Dress,37.22,1,37.22
1556,1351,1003,Apparel,Dress,37.22,1,37.22
1557,1351,1009,Beauty,Sunscreen,12.34,1,12.34
1557,1351,1021,Sports,Yoga Mat,27.42,1,27.42
1558,1353,1022,Sports,Running Shoes,34.27,1,34.27
1558,1353,1016,Electronics,Headphones,67.74,1,67.74
1558,1353,1004,Apparel,Shoes,8.88,1,8.88
1559,1355,1000,Apparel,T-shirt,30.98,2,61.96
1559,1355,1017,Electronics,Smartwatch,39.86,1,39.86
1560,1355,1003,Apparel,Dress,37.22,3,111.66
1560,1355,1020,Electronics,Speaker,56.12,2,112.24
1560,1355,1004,Apparel,Shoes,13.32,1,13.32
1561,1356,1002,Apparel,Jacket,35.35,1,35.35
1561,1356,1014,Home,Decor,37.24,1,37.24
1562,1356,1020,Electronics,Speaker,56.12,1,56.12
1562,1356,1006,Beauty,Moisturizer,18.38,1,18.38
1562,1356,1017,Electronics,Smartwatch,39.86,1,39.86
1563,1356,1007,Beauty,Serum,15.65,2,31.3
1563,1356,1000,Apparel,T-shirt,30.98,1,30.98
1564,1360,1002,Apparel,Jacket,35.35,1,35.35
1564,1360,1020,Electronics,Speaker,56.12,1,56.12
1565,1363,1009,Beauty,Sunscreen,12.34,1,12.34
1565,1363,1020,Electronics,Speaker,56.12,1,56.12
1565,1363,1018,Electronics,Keyboard,78.45,1,78.45
1566,1363,1023,Sports,Bottle,22.7,1,22.7
1566,1363,1006,Beauty,Moisturizer,18.38,1,18.38
1566,1363,1001,Apparel,Jeans,17.81,1,17.81
1567,1364,1020,Electronics,Speaker,56.12,1,56.12
1567,1364,1018,Electronics,Keyboard,78.45,1,78.45
1567,1364,1010,Beauty,Makeup,23.02,1,23.02
1567,1364,1000,Apparel,T-shirt,30.98,1,30.98
1567,1364,1013,Home,Cookware,44.62,1,44.62
1568,1364,1000,Apparel,T-shirt,30.98,1,30.98
1568,1364,1004,Apparel,Shoes,8.88,1,8.88
1568,1364,1025,Sports,Gloves,21.04,1,21.04
1568,1364,1000,Apparel,T-shirt,30.98,1,30.98
1568,1364,1004,Apparel,Shoes,8.88,2,17.76
1569,1364,1023,Sports,Bottle,22.7,1,22.7
1569,1364,1025,Sports,Gloves,21.04,1,21.04
1569,1364,1013,Home,Cookware,44.62,1,44.62
1569,1364,1014,Home,Decor,37.24,1,37.24
1570,1364,1008,Beauty,Cleanser,17.5,1,17.5
1570,1364,1003,Apparel,Dress,37.22,1,37.22
1570,1364,1018,Electronics,Keyboard,78.45,1,78.45
1570,1364,1017,Electronics,Smartwatch,39.86,2,79.72
1571,1364,1000,Apparel,T-shirt,30.98,1,30.98
1571,1364,1012,Home,Bedding,33.48,1,33.48
1572,1365,1018,Electronics,Keyboard,78.45,1,78.45
1572,1365,1024,Sports,Backpack,20.4,1,20.4
1573,1365,1003,Apparel,Dress,37.22,1,37.22
1573,1365,1024,Sports,Backpack,20.4,1,20.4
1573,1365,1022,Sports,Running Shoes,34.27,1,34.27
1574,1365,1014,Home,Decor,37.24,1,37.24
1574,1365,1018,Electronics,Keyboard,78.45,1,78.45
1574,1365,1002,Apparel,Jacket,35.35,1,35.35
1575,1365,1021,Sports,Yoga Mat,18.28,1,18.28
1575,1365,1018,Electronics,Keyboard,78.45,1,78.45
1576,1365,1020,Electronics,Speaker,56.12,2,112.24
1576,1365,1011,Home,Lamp,40.71,1,40.71
1577,1366,1000,Apparel,T-shirt,30.98,1,30.98
1577,1366,1011,Home,Lamp,40.71,2,81.42
1578,1368,1020,Electronics,Speaker,56.12,1,56.12
1578,1368,1000,Apparel,T-shirt,30.98,1,30.98
1578,1368,1019,Electronics,Mouse,58.95,2,117.9
1578,1368,1002,Apparel,Jacket,35.35,1,35.35
1579,1368,1003,Apparel,Dress,37.22,1,37.22
1579,1368,1016,Electronics,Headphones,67.74,1,67.74
1579,1368,1007,Beauty,Serum,15.65,1,15.65
1580,1368,1005,Apparel,Sweater,15.24,1,15.24
1580,1368,1005,Apparel,Sweater,20.04,1,20.04
1580,1368,1004,Apparel,Shoes,8.88,1,8.88
1581,1368,1015,Home,Storage,29.93,1,29.93
1581,1368,1008,Beauty,Cleanser,17.5,1,17.5
1582,1368,1012,Home,Bedding,32.74,1,32.74
1582,1368,1021,Sports,Yoga Mat,18.28,2,36.56
1582,1368,1021,Sports,Yoga Mat,23.23,1,23.23
1582,1368,1003,Apparel,Dress,37.22,1,37.22
1582,1368,1017,Electronics,Smartwatch,39.86,2,79.72
1583,1369,1005,Apparel,Sweater,22.86,1,22.86
1584,1369,1005,Apparel,Sweater,21.92,1,21.92
1585,1371,1014,Home,Decor,37.24,1,37.24
1585,1371,1020,Electronics,Speaker,56.12,1,56.12
1585,1371,1013,Home,Cookware,44.62,1,44.62
1585,1371,1018,Electronics,Keyboard,78.45,1,78.45
1585,1371,1017,Electronics,Smartwatch,39.86,2,79.72
1586,1371,1021,Sports,Yoga Mat,18.28,1,18.28
1586,1371,1014,Home,Decor,37.24,1,37.24
1586,1371,1025,Sports,Gloves,21.04,1,21.04
1586,1371,1021,Sports,Yoga Mat,18.28,1,18.28
1586,1371,1001,Apparel,Jeans,17.81,1,17.81
1586,1371,1003,Apparel,Dress,37.22,1,37.22
1587,1371,1002,Apparel,Jacket,35.35,1,35.35
1587,1371,1006,Beauty,Moisturizer,18.38,1,18.38
1588,1371,1019,Electronics,Mouse,58.95,1,58.95
1588,1371,1020,Electronics,Speaker,56.12,2,112.24
1589,1371,1016,Electronics,Headphones,67.74,1,67.74
1589,1371,1010,Beauty,Makeup,23.02,1,23.02
1590,1371,1022,Sports,Running Shoes,34.27,1,34.27
1590,1371,1016,Electronics,Headphones,67.74,1,67.74
1591,1373,1019,Electronics,Mouse,58.95,1,58.95
1591,1373,1005,Apparel,Sweater,15.24,2,30.48
1591,1373,1003,Apparel,Dress,37.22,1,37.22
1592,1374,1010,Beauty,Makeup,29.59,1,29.59
1592,1374,1021,Sports,Yoga Mat,25.66,1,25.66
1593,1374,1006,Beauty,Moisturizer,18.38,1,18.38
1593,1374,1024,Sports,Backpack,20.4,1,20.4
1593,1374,1020,Electronics,Speaker,56.12,1,56.12
1593,1374,1003,Apparel,Dress,37.22,1,37.22
1593,1374,1014,Home,Decor,37.24,1,37.24
1594,1378,1016,Electronics,Headphones,67.74,1,67.74
1594,1378,1021,Sports,Yoga Mat,27.42,1,27.42
1595,1379,1002,Apparel,Jacket,53.03,1,53.03
1596,1380,1010,Beauty,Makeup,23.02,1,23.02
1596,1380,1008,Beauty,Cleanser,21.71,1,21.71
1597,1380,1017,Electronics,Smartwatch,39.86,1,39.86
1597,1380,1020,Electronics,Speaker,56.12,1,56.12
1597,1380,1019,Electronics,Mouse,60.12,1,60.12
1598,1381,1011,Home,Lamp,40.71,1,40.71
1598,1381,1004,Apparel,Shoes,13.32,1,13.32
1598,1381,1013,Home,Cookware,44.62,1,44.62
1599,1381,1006,Beauty,Moisturizer,18.38,1,18.38
1599,1381,1007,Beauty,Serum,15.65,2,31.3
1599,1381,1020,Electronics,Speaker,56.12,3,168.36
1600,1382,1012,Home,Bedding,32.74,1,32.74
1600,1382,1015,Home,Storage,22.38,1,22.38
1600,1382,1023,Sports,Bottle,22.7,1,22.7
1600,1382,1005,Apparel,Sweater,15.24,1,15.24
1601,1382,1002,Apparel,Jacket,35.35,2,70.7
1601,1382,1000,Apparel,T-shirt,33.64,1,33.64
1602,1383,1002,Apparel,Jacket,46.19,1,46.19
1603,1386,1025,Sports,Gloves,21.04,1,21.04
1603,1386,1025,Sports,Gloves,21.04,1,21.04
1603,1386,1007,Beauty,Serum,15.65,1,15.65
1603,1386,1019,Electronics,Mouse,58.95,1,58.95
1603,1386,1016,Electronics,Headphones,67.74,2,135.48
1604,1386,1011,Home,Lamp,40.71,1,40.71
1604,1386,1013,Home,Cookware,44.62,1,44.62
1605,1387,1014,Home,Decor,37.24,2,74.48
1605,1387,1011,Home,Lamp,40.71,1,40.71
1605,1387,1004,Apparel,Shoes,8.88,1,8.88
1606,1388,1019,Electronics,Mouse,58.95,1,58.95
1606,1388,1020,Electronics,Speaker,56.12,1,56.12
1606,1388,1010,Beauty,Makeup,23.02,1,23.02
1607,1388,1006,Beauty,Moisturizer,18.38,1,18.38
1607,1388,1019,Electronics,Mouse,58.95,1,58.95
1607,1388,1012,Home,Bedding,32.74,1,32.74
1607,1388,1016,Electronics,Headphones,67.74,2,135.48
1608,1389,1021,Sports,Yoga Mat,22.74,1,22.74
1608,1389,1002,Apparel,Jacket,35.35,1,35.35
1608,1389,1019,Electronics,Mouse,58.95,1,58.95
1609,1389,1011,Home,Lamp,40.71,2,81.42
1609,1389,1007,Beauty,Serum,23.47,1,23.47
1610,1389,1013,Home,Cookware,44.62,1,44.62
1610,1389,1004,Apparel,Shoes,13.22,2,26.44
1611,1389,1019,Electronics,Mouse,58.95,1,58.95
1611,1389,1015,Home,Storage,22.38,1,22.38
1611,1389,1006,Beauty,Moisturizer,18.38,1,18.38
1611,1389,1011,Home,Lamp,40.71,1,40.71
1612,1389,1016,Electronics,Headphones,67.74,1,67.74
1612,1389,1005,Apparel,Sweater,15.24,1,15.24
1612,1389,1006,Beauty,Moisturizer,18.38,2,36.76
1613,1390,1003,Apparel,Dress,37.22,1,37.22
1613,1390,1009,Beauty,Sunscreen,18.52,1,18.52
1613,1390,1011,Home,Lamp,40.71,1,40.71
1614,1390,1022,Sports,Running Shoes,34.27,1,34.27
1614,1390,1017,Electronics,Smartwatch,39.86,2,79.72
1615,1391,1020,Electronics,Speaker,56.12,2,112.24
1615,1391,1007,Beauty,Serum,23.47,1,23.47
1615,1391,1008,Beauty,Cleanser,17.5,1,17.5
1616,1393,1016,Electronics,Headphones,67.74,1,67.74
1617,1395,1005,Apparel,Sweater,15.24,3,45.72
1617,1395,1003,Apparel,Dress,37.22,1,37.22
1617,1395,1013,Home,Cookware,44.62,1,44.62
1618,1395,1012,Home,Bedding,32.74,2,65.48
1618,1395,1013,Home,Cookware,44.62,1,44.62
1619,1398,1019,Electronics,Mouse,58.95,1,58.95
1619,1398,1015,Home,Storage,22.38,1,22.38
1619,1398,1009,Beauty,Sunscreen,12.34,1,12.34
1619,1398,1008,Beauty,Cleanser,17.5,1,17.5
1620,1398,1007,Beauty,Serum,15.65,1,15.65
1620,1398,1009,Beauty,Sunscreen,12.34,1,12.34
1620,1398,1003,Apparel,Dress,37.22,1,37.22
1620,1398,1013,Home,Cookware,44.62,1,44.62
1620,1398,1003,Apparel,Dress,37.22,1,37.22
1620,1398,1009,Beauty,Sunscreen,13.13,1,13.13
1621,1398,1000,Apparel,T-shirt,30.98,2,61.96
1621,1398,1001,Apparel,Jeans,17.81,1,17.81
1621,1398,1010,Beauty,Makeup,23.02,1,23.02
1622,1400,1009,Beauty,Sunscreen,12.34,1,12.34
1622,1400,1025,Sports,Gloves,21.04,1,21.04
1622,1400,1024,Sports,Backpack,28.26,1,28.26
1623,1400,1016,Electronics,Headphones,67.74,1,67.74
1624,1400,1008,Beauty,Cleanser,26.24,1,26.24
1625,1401,1004,Apparel,Shoes,8.88,1,8.88
1625,1401,1008,Beauty,Cleanser,26.24,1,26.24
1625,1401,1006,Beauty,Moisturizer,18.38,3,55.14
1626,1401,1005,Apparel,Sweater,15.24,1,15.24
1626,1401,1012,Home,Bedding,32.74,1,32.74
1626,1401,1025,Sports,Gloves,21.04,1,21.04
1626,1401,1010,Beauty,Makeup,23.02,1,23.02
1627,1401,1016,Electronics,Headphones,67.74,1,67.74
1627,1401,1024,Sports,Backpack,20.4,1,20.4
1627,1401,1000,Apparel,T-shirt,30.98,1,30.98
1627,1401,1013,Home,Cookware,44.62,1,44.62
1627,1401,1015,Home,Storage,22.38,1,22.38
1628,1401,1016,Electronics,Headphones,67.74,1,67.74
1628,1401,1022,Sports,Running Shoes,34.27,2,68.54
1628,1401,1023,Sports,Bottle,22.7,3,68.1
1629,1403,1006,Beauty,Moisturizer,18.38,1,18.38
1629,1403,1005,Apparel,Sweater,15.24,1,15.24
1629,1403,1007,Beauty,Serum,15.65,1,15.65
1629,1403,1013,Home,Cookware,44.62,3,133.86
1629,1403,1019,Electronics,Mouse,58.95,1,58.95
1629,1403,1005,Apparel,Sweater,15.24,1,15.24
1630,1403,1022,Sports,Running Shoes,34.27,1,34.27
1630,1403,1005,Apparel,Sweater,22.86,1,22.86
1630,1403,1007,Beauty,Serum,23.47,2,46.94
1631,1403,1018,Electronics,Keyboard,78.45,1,78.45
1631,1403,1007,Beauty,Serum,15.65,1,15.65
1631,1403,1023,Sports,Bottle,22.7,2,45.4
1631,1403,1003,Apparel,Dress,37.22,1,37.22
1631,1403,1002,Apparel,Jacket,35.35,1,35.35
1632,1408,1003,Apparel,Dress,37.22,2,74.44
1632,1408,1016,Electronics,Headphones,67.74,1,67.74
1633,1411,1014,Home,Decor,55.86,1,55.86
1634,1413,1022,Sports,Running Shoes,34.27,1,34.27
1634,1413,1002,Apparel,Jacket,35.35,1,35.35
1634,1413,1008,Beauty,Cleanser,17.5,1,17.5
1635,1414,1010,Beauty,Makeup,23.02,1,23.02
1635,1414,1019,Electronics,Mouse,58.95,1,58.95
1635,1414,1014,Home,Decor,37.24,2,74.48
1636,1414,1001,Apparel,Jeans,17.81,1,17.81
1636,1414,1013,Home,Cookware,44.62,2,89.24
1637,1415,1024,Sports,Backpack,20.4,1,20.4
1637,1415,1002,Apparel,Jacket,35.35,1,35.35
1637,1415,1015,Home,Storage,22.38,2,44.76
1638,1415,1006,Beauty,Moisturizer,27.58,1,27.58
1638,1415,1002,Apparel,Jacket,35.35,2,70.7
1639,1420,1006,Beauty,Moisturizer,27.58,2,55.16
1639,1420,1012,Home,Bedding,32.74,2,65.48
1640,1421,1007,Beauty,Serum,20.49,1,20.49
1640,1421,1003,Apparel,Dress,37.22,2,74.44
1641,1421,1007,Beauty,Serum,15.65,1,15.65
1641,1421,1003,Apparel,Dress,37.22,2,74.44
1641,1421,1015,Home,Storage,22.38,1,22.38
1641,1421,1000,Apparel,T-shirt,30.98,1,30.98
1642,1422,1018,Electronics,Keyboard,78.45,2,156.9
1642,1422,1000,Apparel,T-shirt,30.98,1,30.98
1642,1422,1001,Apparel,Jeans,17.81,1,17.81
1642,1422,1007,Beauty,Serum,15.65,1,15.65
1642,1422,1012,Home,Bedding,32.74,1,32.74
1643,1422,1019,Electronics,Mouse,58.95,1,58.95
1643,1422,1002,Apparel,Jacket,35.35,1,35.35
1643,1422,1007,Beauty,Serum,15.65,1,15.65
1644,1422,1008,Beauty,Cleanser,21.51,1,21.51
1644,1422,1024,Sports,Backpack,20.4,1,20.4
1645,1423,1011,Home,Lamp,40.71,1,40.71
1645,1423,1006,Beauty,Moisturizer,18.38,1,18.38
1645,1423,1011,Home,Lamp,40.71,2,81.42
1645,1423,1003,Apparel,Dress,37.22,2,74.44
1646,1426,1005,Apparel,Sweater,15.24,1,15.24
1646,1426,1018,Electronics,Keyboard,78.45,1,78.45
1646,1426,1020,Electronics,Speaker,56.12,1,56.12
1647,1427,1017,Electronics,Smartwatch,39.86,1,39.86
1647,1427,1015,Home,Storage,22.38,1,22.38
1647,1427,1001,Apparel,Jeans,17.81,2,35.62
1647,1427,1001,Apparel,Jeans,17.81,1,17.81
1647,1427,1018,Electronics,Keyboard,78.45,3,235.35
1647,1427,1009,Beauty,Sunscreen,12.34,1,12.34
1648,1427,1008,Beauty,Cleanser,17.5,2,35.0
1648,1427,1003,Apparel,Dress,37.22,1,37.22
1649,1428,1012,Home,Bedding,32.74,1,32.74
1649,1428,1004,Apparel,Shoes,8.88,1,8.88
1649,1428,1013,Home,Cookware,44.62,2,89.24
1649,1428,1021,Sports,Yoga Mat,18.28,1,18.28
1649,1428,1000,Apparel,T-shirt,30.98,2,61.96
1650,1428,1009,Beauty,Sunscreen,12.34,1,12.34
1650,1428,1001,Apparel,Jeans,17.81,1,17.81
1651,1429,1001,Apparel,Jeans,17.81,1,17.81
1651,1429,1005,Apparel,Sweater,15.24,1,15.24
1651,1429,1017,Electronics,Smartwatch,39.86,3,119.58
1651,1429,1019,Electronics,Mouse,58.95,1,58.95
1651,1429,1000,Apparel,T-shirt,30.98,2,61.96
1652,1430,1025,Sports,Gloves,29.46,1,29.46
1652,1430,1007,Beauty,Serum,15.65,3,46.95
1652,1430,1023,Sports,Bottle,22.7,1,22.7
1653,1435,1022,Sports,Running Shoes,34.27,1,34.27
1653,1435,1021,Sports,Yoga Mat,18.28,1,18.28
1653,1435,1004,Apparel,Shoes,10.37,1,10.37
1653,1435,1006,Beauty,Moisturizer,18.38,1,18.38
1653,1435,1001,Apparel,Jeans,18.72,1,18.72
1654,1435,1008,Beauty,Cleanser,17.5,1,17.5
1654,1435,1008,Beauty,Cleanser,17.5,1,17.5
1654,1435,1008,Beauty,Cleanser,17.5,1,17.5
1654,1435,1004,Apparel,Shoes,10.4,1,10.4
1654,1435,1000,Apparel,T-shirt,30.98,1,30.98
1655,1440,1024,Sports,Backpack,20.4,2,40.8
1655,1440,1014,Home,Decor,37.24,1,37.24
1655,1440,1020,Electronics,Speaker,56.12,1,56.12
1655,1440,1015,Home,Storage,22.38,1,22.38
1655,1440,1013,Home,Cookware,44.62,1,44.62
1656,1441,1004,Apparel,Shoes,8.88,3,26.64
1656,1441,1004,Apparel,Shoes,10.99,1,10.99
1656,1441,1001,Apparel,Jeans,17.81,1,17.81
1656,1441,1004,Apparel,Shoes,8.88,2,17.76
1657,1442,1020,Electronics,Speaker,56.12,1,56.12
1657,1442,1000,Apparel,T-shirt,30.98,1,30.98
1657,1442,1011,Home,Lamp,40.71,1,40.71
1658,1442,1002,Apparel,Jacket,53.03,1,53.03
1659,1443,1012,Home,Bedding,32.74,1,32.74
1659,1443,1023,Sports,Bottle,22.7,3,68.1
1659,1443,1019,Electronics,Mouse,58.95,1,58.95
1660,1443,1005,Apparel,Sweater,18.38,1,18.38
1660,1443,1011,Home,Lamp,40.71,2,81.42
1660,1443,1002,Apparel,Jacket,35.35,1,35.35
1661,1443,1005,Apparel,Sweater,20.64,1,20.64
1661,1443,1006,Beauty,Moisturizer,18.38,2,36.76
1662,1443,1003,Apparel,Dress,37.22,1,37.22
1662,1443,1003,Apparel,Dress,37.22,1,37.22
1662,1443,1004,Apparel,Shoes,8.88,1,8.88
1662,1443,1009,Beauty,Sunscreen,14.69,1,14.69
1662,1443,1011,Home,Lamp,40.71,1,40.71
1663,1443,1003,Apparel,Dress,37.22,1,37.22
1663,1443,1011,Home,Lamp,40.71,1,40.71
1664,1445,1007,Beauty,Serum,15.65,1,15.65
1664,1445,1005,Apparel,Sweater,22.86,1,22.86
